0.047448,0.05528,0.141369,-0.065844,0.129759,0.149109,0.156554,0.06654,-0.012216
0.047483,0.129885,0.028051,0.101297,0.195832,0.185865,0.181645,0.045101,0.054575
0.447754,0.66526,0.437425,0.741711,0.538766,0.705177,0.482665,0.812019,0.370506
0.447816,0.862357,0.759883,0.545672,0.712819,0.791311,0.531515,0.745806,0.091233
0.447863,0.458591,0.490855,0.349657,0.333952,0.877466,0.580366,0.67957,0.374887
0.44791,0.655688,0.813331,0.153618,0.507988,0.963622,0.629233,0.613357,0.095614
0.447956,0.852767,0.544303,0.695522,0.682041,1.049755,0.678084,0.547143,0.379267
0.044989,0.062432,-0.017626,0.116003,0.141939,0.040049,0.0823,0.136389,0.044763
0.045036,0.142353,0.120849,0.055382,0.208821,0.07778,0.106916,0.11433,-0.012076
0.045071,-0.02137,0.005319,-0.005233,0.063238,0.11552,0.131531,0.092264,0.045654
0.045106,0.058551,0.143802,-0.065855,0.130113,0.153261,0.156154,0.070206,-0.011184
0.045142,0.138465,0.028271,0.10172,0.196994,0.190992,0.180769,0.048147,0.046546
0.435344,0.671454,0.435894,0.74227,0.5352,0.703462,0.484158,0.824842,0.364405
0.435407,0.865994,0.756502,0.547521,0.707475,0.79062,0.532388,0.758057,0.086602
0.435454,0.467467,0.489018,0.352794,0.332478,0.877799,0.580618,0.691249,0.368762
0.435502,0.662007,0.809644,0.158044,0.504736,0.964979,0.628864,0.624464,0.09096
0.435549,0.856528,0.542159,0.696385,0.677011,1.052136,0.677094,0.557679,0.37312
0.044225,0.062303,-0.017379,0.112837,0.139182,0.035819,0.083388,0.122716,0.04519
0.044272,0.141554,0.122632,0.053745,0.202025,0.072274,0.107313,0.102802,-0.011878
0.044307,-0.020798,0.005821,-0.005341,0.065232,0.108738,0.131238,0.082881,0.046085
0.044341,0.058454,0.145839,-0.064433,0.128069,0.145202,0.155171,0.062967,-0.010983
0.044376,0.137698,0.029028,0.098915,0.190913,0.181657,0.179096,0.043053,0.04698
0.436938,0.669939,0.43632,0.739261,0.53964,0.690058,0.486357,0.819499,0.365984
0.437001,0.861972,0.751598,0.547544,0.711217,0.777385,0.534171,0.752875,0.091288
0.437049,0.468581,0.48856,0.355848,0.337739,0.864734,0.581985,0.686228,0.370293
0.437096,0.660614,0.803856,0.164131,0.5093,0.952083,0.629815,0.619604,0.095597
0.437143,0.852629,0.540818,0.69409,0.680877,1.03941,0.677629,0.55298,0.374602
0.047096,0.059993,-0.020894,0.108601,0.134231,0.036576,0.082124,0.12806,0.052914
0.047143,0.138789,0.114998,0.052437,0.192114,0.073484,0.106675,0.107066,-0.013036
0.047178,-0.022631,0.001622,-0.003721,0.066119,0.110402,0.131226,0.086064,0.053948
0.047213,0.056166,0.137522,-0.059885,0.123996,0.14732,0.155785,0.06507,-0.012002
0.047248,0.134955,0.024147,0.095368,0.181879,0.184228,0.180336,0.044076,0.054983
0.443658,0.665858,0.444952,0.746342,0.528629,0.702722,0.488287,0.82678,0.348299
0.443721,0.858073,0.760432,0.551187,0.701337,0.788157,0.53553,0.759674,0.086551
0.443768,0.464309,0.497226,0.356054,0.325397,0.873614,0.582772,0.692545,0.352405
0.443815,0.656524,0.812724,0.160899,0.498089,0.959071,0.630029,0.625438,0.090656
0.443862,0.84872,0.549518,0.700361,0.670797,1.044506,0.677271,0.558332,0.356511
0.044064,0.059182,-0.01846,0.116709,0.142186,0.037619,0.083047,0.135573,0.05211
0.044111,0.138096,0.119523,0.055241,0.208955,0.074932,0.107717,0.113573,-0.013458
0.044146,-0.023564,0.004403,-0.006219,0.063618,0.112253,0.132387,0.091566,0.053138
0.044181,0.05535,0.142394,-0.067687,0.13038,0.149575,0.157066,0.069566,-0.01243
0.044216,0.134257,0.027274,0.102226,0.197148,0.186888,0.181736,0.047566,0.054167
0.431317,0.664166,0.446114,0.755487,0.542639,0.706277,0.503529,0.820835,0.357777
0.431381,0.860921,0.765929,0.559103,0.711987,0.791989,0.551219,0.754374,0.086209
0.431428,0.457856,0.499106,0.362741,0.343361,0.877724,0.59891,0.68789,0.362036
0.431476,0.654611,0.818939,0.166357,0.512693,0.963459,0.646615,0.621429,0.090468
0.431524,0.851348,0.552116,0.709216,0.682041,1.049171,0.694305,0.554967,0.366296
0.045769,0.05481,-0.01901,0.112418,0.137949,0.030893,0.079033,0.123503,0.051806
0.045815,0.125503,0.111063,0.053209,0.201369,0.0636,0.103078,0.102973,-0.013296
0.04585,-0.019315,0.002543,-0.005994,0.06332,0.096315,0.127123,0.082436,0.052827
0.045884,0.051377,0.132623,-0.065204,0.126734,0.12903,0.151175,0.061905,-0.012274
0.045918,0.122063,0.024103,0.098468,0.190155,0.161737,0.17522,0.041375,0.053849
0.447153,0.669355,0.43539,0.735545,0.541399,0.698134,0.480941,0.833234,0.387892
0.447216,0.868764,0.75872,0.53771,0.715597,0.785587,0.528274,0.766715,0.103588
0.447263,0.460261,0.488965,0.339898,0.336416,0.873063,0.575608,0.700174,0.392351
0.44731,0.659671,0.812313,0.142063,0.510596,0.960538,0.622957,0.633655,0.108048
0.447358,0.859062,0.542558,0.688933,0.684793,1.047991,0.67029,0.567137,0.396811
0.056366,0.05746,-0.018937,0.112171,0.139537,0.035898,0.080268,0.123599,0.052416
0.056411,0.132438,0.114473,0.052346,0.20328,0.071061,0.103744,0.103374,-0.013476
0.056445,-0.02116,0.003168,-0.007472,0.064529,0.106233,0.127221,0.083143,0.05345
0.056479,0.053818,0.136586,-0.067297,0.128265,0.141404,0.150706,0.062918,-0.012443
0.056513,0.12879,0.025281,0.098076,0.192008,0.176567,0.174182,0.042693,0.054483
